,A,B,S,C
340,"['income=$0-$40,000', 'sex=female']",['language in home=english'],0.31995346131471786,0.9105960264900662
341,"['education=no college graduate', 'language in home=english']","['income=$0-$40,000']",0.4454624781849913,0.702200825309491
342,['education=no college graduate'],"['income=$0-$40,000', 'language in home=english']",0.4454624781849913,0.6316766343575995
343,"['income=$0-$40,000', 'language in home=english']",['education=no college graduate'],0.4454624781849913,0.7984880083420229
344,"['income=$0-$40,000']","['education=no college graduate', 'language in home=english']",0.4454624781849913,0.7156542056074766
345,"['income=$0-$40,000', 'education=no college graduate']",['language in home=english'],0.4454624781849913,0.887568820631701
346,"['education=no college graduate', 'years in bay area=10+']",['type of home=house'],0.31878999418266435,0.6723926380368098
347,"['type of home=house', 'years in bay area=10+']",['education=no college graduate'],0.31878999418266435,0.7306666666666667
348,['type of home=house'],"['education=no college graduate', 'years in bay area=10+']",0.31878999418266435,0.5343734763529986
349,"['type of home=house', 'education=no college graduate']",['years in bay area=10+'],0.31878999418266435,0.7473576542788953
350,"['type of home=house', 'years in bay area=10+']","['income=$0-$40,000']",0.22905759162303665,0.525
351,"['income=$0-$40,000', 'years in bay area=10+']",['type of home=house'],0.22905759162303665,0.5929969879518072
352,"['income=$0-$40,000', 'type of home=house']",['years in bay area=10+'],0.22905759162303665,0.7172131147540983
353,"['number of children=0', 'language in home=english']",['dual incomes=not married'],0.3682373472949389,0.6347455502632239
354,['number of children=0'],"['dual incomes=not married', 'language in home=english']",0.3682373472949389,0.5921421889616464
355,"['dual incomes=not married', 'language in home=english']",['number of children=0'],0.3682373472949389,0.6786384347359957
356,['dual incomes=not married'],"['number of children=0', 'language in home=english']",0.3682373472949389,0.6154594069032572
357,"['dual incomes=not married', 'number of children=0']",['language in home=english'],0.3682373472949389,0.9274725274725275
358,"['dual incomes=not married', 'number of children=0']",['marital status=single'],0.2484002326934264,0.6256410256410256
359,"['marital status=single', 'number of children=0']",['dual incomes=not married'],0.2484002326934264,1.0
360,['marital status=single'],"['dual incomes=not married', 'number of children=0']",0.2484002326934264,0.6071809456096694
361,"['marital status=single', 'dual incomes=not married']",['number of children=0'],0.2484002326934264,0.6071809456096694
362,"['marital status=single', 'language in home=english']",['years in bay area=10+'],0.22469458987783594,0.6160287081339713
363,['marital status=single'],"['language in home=english', 'years in bay area=10+']",0.22469458987783594,0.5492356914326342
364,"['marital status=single', 'years in bay area=10+']",['language in home=english'],0.22469458987783594,0.906158357771261
365,"['sex=male', 'number in household=1']",['dual incomes=not married'],0.20578824898196627,0.6464138876199178
366,"['dual incomes=not married', 'sex=male']",['number in household=1'],0.20578824898196627,0.7271325796505652
367,"['householder status=rent', 'language in home=english']",['ethnic classification=white'],0.2732693426410704,0.7120121258052292
368,['householder status=rent'],"['ethnic classification=white', 'language in home=english']",0.2732693426410704,0.6519777931991673
369,"['householder status=rent', 'ethnic classification=white']",['language in home=english'],0.2732693426410704,0.9853172522286313
370,"['education=no college graduate', 'number of children=0']",['age=14-34'],0.22934845840605003,0.575127644055434
371,"['age=14-34', 'number of children=0']",['education=no college graduate'],0.22934845840605003,0.6820934256055363
372,"['marital status=married', 'language in home=english']",['years in bay area=10+'],0.2510180337405468,0.7067977067977068
373,['marital status=married'],"['language in home=english', 'years in bay area=10+']",0.2510180337405468,0.6508295625942685
374,"['marital status=married', 'years in bay area=10+']",['language in home=english'],0.2510180337405468,0.9400871459694989
375,"['education=no college graduate', 'ethnic classification=white']",['number in household=1'],0.31428155904595695,0.704367666232073
376,"['number in household=1', 'ethnic classification=white']",['education=no college graduate'],0.31428155904595695,0.6283803431230008
377,"['number in household=1', 'education=no college graduate']",['ethnic classification=white'],0.31428155904595695,0.6957501609787508
378,"['ethnic classification=white', 'years in bay area=10+']",['dual incomes=not married'],0.23196625945317045,0.5397631133671743
379,"['dual incomes=not married', 'years in bay area=10+']",['ethnic classification=white'],0.23196625945317045,0.6194174757281553
380,"['dual incomes=not married', 'ethnic classification=white']",['years in bay area=10+'],0.23196625945317045,0.6071564522268748
381,"['education=no college graduate', 'number in household=2+']",['type of home=house'],0.20346131471785922,0.8026391279403328
382,['number in household=2+'],"['type of home=house', 'education=no college graduate']",0.20346131471785922,0.660217083529967
383,"['type of home=house', 'number in household=2+']",['education=no college graduate'],0.20346131471785922,0.8128994770482277
384,"['number of children=0', 'years in bay area=10+']",['dual incomes=not married'],0.23298429319371727,0.6018031555221638
385,"['dual incomes=not married', 'years in bay area=10+']",['number of children=0'],0.23298429319371727,0.6221359223300971
386,"['dual incomes=not married', 'number of children=0']",['years in bay area=10+'],0.23298429319371727,0.5868131868131868
387,"['language in home=english', 'years in bay area=10+']",['dual incomes=not married'],0.3449680046538685,0.573639661426844
388,['years in bay area=10+'],"['dual incomes=not married', 'language in home=english']",0.3449680046538685,0.5335132703553757
389,"['dual incomes=not married', 'years in bay area=10+']",['language in home=english'],0.3449680046538685,0.9211650485436893
390,['dual incomes=not married'],"['years in bay area=10+', 'language in home=english']",0.3449680046538685,0.5765678172095284
391,"['dual incomes=not married', 'language in home=english']",['years in bay area=10+'],0.3449680046538685,0.635754489413026
392,"['income=$40,000+', 'ethnic classification=white']",['number in household=1'],0.20869691681210006,0.737410071942446
393,"['income=$40,000+']","['number in household=1', 'ethnic classification=white']",0.20869691681210006,0.552773497688752
394,"['income=$40,000+', 'number in household=1']",['ethnic classification=white'],0.20869691681210006,0.7915057915057915
395,"['number of children=0', 'language in home=english']","['income=$0-$40,000']",0.35500290866783013,0.6119328152419152
396,['number of children=0'],"['income=$0-$40,000', 'language in home=english']",0.35500290866783013,0.5708606173994387
397,"['income=$0-$40,000', 'language in home=english']",['number of children=0'],0.35500290866783013,0.636339937434828
398,"['income=$0-$40,000']","['number of children=0', 'language in home=english']",0.35500290866783013,0.5703271028037383
399,"['income=$0-$40,000', 'number of children=0']",['language in home=english'],0.35500290866783013,0.9225245653817082
400,"['number in household=1', 'language in home=english']",['type of home=house'],0.3285340314136126,0.5058217644424541
401,"['type of home=house', 'language in home=english']",['number in household=1'],0.3285340314136126,0.6032042723631509
402,['type of home=house'],"['number in household=1', 'language in home=english']",0.3285340314136126,0.5507069722086787
403,"['type of home=house', 'number in household=1']",['language in home=english'],0.3285340314136126,0.9487610247795044
404,"['number of children=0', 'householder status=own']",['number in household=1'],0.2239674229203025,0.918854415274463
405,['householder status=own'],"['number in household=1', 'number of children=0']",0.2239674229203025,0.5959752321981424
406,"['number in household=1', 'householder status=own']",['number of children=0'],0.2239674229203025,0.8248527048741296
407,"['age=14-34', 'ethnic classification=white']",['number of children=0'],0.22338568935427575,0.6308008213552362
408,"['age=14-34', 'number of children=0']",['ethnic classification=white'],0.22338568935427575,0.6643598615916955
409,"['number in household=1', 'type of home=apartment']",['householder status=rent'],0.22469458987783594,0.9324079662039831
410,['type of home=apartment'],"['householder status=rent', 'number in household=1']",0.22469458987783594,0.8153034300791556
411,"['householder status=rent', 'type of home=apartment']",['number in household=1'],0.22469458987783594,0.8961716937354989
412,['householder status=rent'],"['number in household=1', 'type of home=apartment']",0.22469458987783594,0.536086051353227
413,"['householder status=rent', 'number in household=1']",['type of home=apartment'],0.22469458987783594,0.6582871751171708
414,"['education=college graduate', 'language in home=english']",['number of children=0'],0.21160558464223386,0.7597911227154047
415,['education=college graduate'],"['number of children=0', 'language in home=english']",0.21160558464223386,0.7178095707942772
416,"['education=college graduate', 'number of children=0']",['language in home=english'],0.21160558464223386,0.9485006518904824
417,"['education=no college graduate', 'years in bay area=10+']",['number in household=1'],0.3019197207678883,0.6368098159509202
418,"['number in household=1', 'years in bay area=10+']",['education=no college graduate'],0.3019197207678883,0.686962276637988
419,"['number in household=1', 'education=no college graduate']",['years in bay area=10+'],0.3019197207678883,0.6683837733419189
420,"['householder status=rent', 'ethnic classification=white']",['number in household=1'],0.23603839441535776,0.8510749868904037
421,['householder status=rent'],"['number in household=1', 'ethnic classification=white']",0.23603839441535776,0.5631505898681471
422,"['householder status=rent', 'number in household=1']",['ethnic classification=white'],0.23603839441535776,0.6915210907541542
423,"['sex=male', 'language in home=english']",['education=no college graduate'],0.2641070389761489,0.6591651542649728
424,['sex=male'],"['education=no college graduate', 'language in home=english']",0.2641070389761489,0.5921095533094229
425,"['sex=male', 'education=no college graduate']",['language in home=english'],0.2641070389761489,0.8802714493456132
426,"['age=14-34', 'number of children=0']",['householder status=rent'],0.22251308900523561,0.6617647058823529
427,"['householder status=rent', 'number of children=0']",['age=14-34'],0.22251308900523561,0.7112970711297071
428,['householder status=rent'],"['age=14-34', 'number of children=0']",0.22251308900523561,0.5308813324080499
429,"['householder status=rent', 'age=14-34']",['number of children=0'],0.22251308900523561,0.7570509648688768
